surname,number
DANILUK-STANKO,2
DANILLOWICZ,2
DANISZEWICZ,2
DANITA,2
DANIUN-PODUCH,2
DANIYAROV,2
DANJI,2
DANJUMA-SAULAWA,2
DANKANYCH-PRZYBYL,2
DANKERS,2
DANKIEWITSCH,2
DANKIN,2
DANKNER,2
DANKOU,2
DANKOUSKI,2
DANNBERG,2
DANNEHL,2
DANNIK,2
DANNYK,2
DANOWSKI-TOMCZYK,2
DANSCH,2
DANSHANIN,2
DANTAS,2
DANTI,2
D'ANTONIO,2
DANTSEV,2
D'ANTUONO,2
DANTUS DRYJANSKY,2
DANTVED,2
DANTZ,2
DANULL,2
DANUTSA,2
DANYI,2
DANYK,2
DANYLA,2
DANYLASHCHUK,2
DANYLCZENKO,2
DANYLENKOV,2
DANYLICKI,2
DANYLIN,2
DANYLYSHEN,2
DANYLKOW,2
DANYUK,2
DANYVKO,2
DANZEISEN,2
DAŇA,2
DAŇHEL,2
DAO QUANG,2
DAO QUY,2
DAO TRONG,2
DAO-DINH,2
DAPDAP,2
DAPINGUENTE,2
D'APOLLONIO,2
DAPUETO SAVISKI,2
D'AQUINO,2
DAR SANTOS,2
DARABANT,2
DARADUDA,2
DARAFEICHYK,2
DARAFIAICHUK,2
DARAGA,2
DARAGENLI,2
DARAHOI,2
DARAIWI,2
DARAKCHIEV,2
DARAMOLA,2
DARAMUS,2
DARANCZUK,2
DARANI,2
DARAOUI,2
DARAPEI,2
DARASHCHUK,2
DARASZKA,2
DARASZ-MOL,2
DARBAN,2
DARBELLAY,2
DARBI,2
DARCHASHVILI,2
DARCHINYAN,2
DARCHYCH,2
DARCIUC,2
D'ARCO,2
DARCZAK,2
DARDAEV,2
DARDA-LEDZION,2
DARECKY,2
DARENDELİ,2
DAREUSKI,2
DARGACZEWSKI,2
DARHANOV,2
DARHIL,2
DARIA,2
DARIENCO,2
D'ARIENZO,2
DARIJ,2
DARIMONT,2
DARIS,2
DARIU,2
DARIUS,2
DARK,2
DARKIEWICZ-MONIUSZKO,2
DARLAK,2
DARLAMI,2
DARMOCHOD,2
DARMOGRAI,2
DARMOGRAY,2
DARMORIS,2
DARMOROS,2
DARMORYS,2
DARMSZCZAK,2
DARNAL,2
DARNOPUK,2
DARNOWSKI-DASCHKE,2
DAROCZI,2
DAROGA,2
DAROSHCHANKA,2
DAROWICZ,2
DARRAS,2
DARROCH,2
DARROT,2
DARSHAN,2
DARSKI-WALKUSZ,2
DART,2
DARTOIS,2
DARUHA,2
DARVARU,2
DARVELL,2
DARWEESH,2
DARWICZ,2
DARWISCH,2
DARYIN,2
DASARI,2
DASCALCIUC,2
DASCHNER,2
DASEVYCH,2
DASHCHYSHAK,2
DASHDONDOG,2
DASHDORJ,2
DASHIV,2
DASHJA,2
DASHKIN,2
DASHKOVSKYY,2
DASHNIANI,2
DASHO,2
DASHORST,2
DASHU,2
DASHYNSKYI,2
DASHYNYCH,2
DASKAL,2
DASKALAKIS,2
DASKO,2
DASKOUSKI,2
DASSA,2
DASSARMA,2
DASSELAAR,2
DASTAN,2
DASTANKA,2
DASYUK,2
DASZKIEL,2
DASZKIEWICZ-CZAJKOWSKI,2
DASZKIEWICZ-PLESIAK,2
DAŠKEVIČ,2
DAŞ,2
DAŞDEMIR,2
DAŞKIN,2
DAT,2
DATBERG,2
DATCHYSHYN,2
DATE,2
DATEMA,2
DATII,2
DATNER,2
DATON,2
DATSENKA,2
DATSEV,2
DATSINKO,2
DATSIURA,2
DATSKEVYCH,2
DATSKOV,2
DATSYNA,2
DATTKO,2
DATZ,2
DAUBE,2
DAUBERT,2
DAUGAARD,2
DAUGIERT,2
DAUGILEWICZ,2
DAUHAILA,2
DAUHALIUK,2
DAUHAPOLAU,2
DAUHELIUK,2
DAUKŠYS,2
DAULETSHYN,2
DAUNAROVICH,2
DAURI,2
DAUROV,2
DAUTZ,2
DAVÌ,2
DAVAATSEREN,2
DAVAL,2
D'AVANZO,2
DAVCHEVSKI,2
DAVCHUK,2
DAVEDIUK,2
DAVID ZELAZO,2
DAVIDCHUK,2
DAVIDESCU,2
DAVIDGE,2
DAVIDIAN,2
DAVIDIUK,2
DAVIDOVI,2
DAVIDOWICZ,2
DAVILA,2
DAVIM DE SOUSA,2
DAVIS-CARR,2
DAVISON,2
DAVITURI,2
DAVLAD,2
DAVOUST,2
DAVRAN,2
DAVREN,2
DAVRISHEV,2
DAVSEVIČ,2
DAVYBORSHCH,2
DAVYDOK,2
DAVYDOUSKI,2
DAVYDOVSKY,2
DAVYDULIN,2
DAVYGORA,2
DAVYKOZA,2
DAVYSKIBA,2
DAW,2
DAWER,2
DAWES,2
DAWGIELEWICZ,2
DAWIDCZUK,2
DAWID-KLUZEK,2
DAWIDONIS,2
DAWIDOWSKI-LACHETA,2
DAWIDZON,2
DAWINDZIAK,2
DAWKSZA,2
DAWOD,2
DAWODU,2
DAWOUDI,2
DAWYDOWYCZ,2
DAWZUK,2
DAYA,2
DAYAKLI,2
DAYBOG,2
DAYER,2
DAYET,2
DAYOUB,2
DABCZUK,2
DABKO,2
DABKOWSKI-CHAMRYGA,2
DABKOWSKI-KHALIFAH,2
DABKOWSKI-PIOTROWSKI,2
DABROSZEK,2
DABROWOLSKI,2
DABROWSKA,2
DABROWSKI-CZUBEK,2
DABROWSKI-SADLO,2
DABROWSKI-THING,2
DABROWSKI-TUMANSKI,2
DABROWSKI-ZAK,2
DABROWSKI-ZEGALSKI,2
DABRZAK,2
DABZAL,2
DADER,2
DADERSKI,2
DADZILO,2
DAMZAL,2
DÁVILA BOLAÑOS,2
DĂNG VĂN,2
DÄHN,2
DÄMPFLE,2
DBALIZ,2
DE ' VILLE,2
DE ABREU MADEIRA,2
DE AGOSTINI-TUL,2
DE AGUIRRE,2
DE ALMEIDA COSTA,2
DE ALMEIDA GRYNBERG,2
DE ALMEIDA PRADO LUCINSKI,2
DE ALMEIDA SOUSA,2
DE ANDRADE,2
DE ANKERBURG-WAGNER,2
DE AQUINO MENEZES,2
DE ARAUJO SANTOS,2
DE ARRIBA,2
DE BARBIERI,2
DE BARROS CANHA,2
DE BAZELAIRE DE RUPPIERRE,2
DE BERAIL,2
DE BIALYNIA RZEPECKI,2
DE BIAZI GOLDBERG,2
DE BIE,2
DE BIENASSIS DE CAULUSON MAI,2
DE BISSCHOP,2
DE BLASI,2
DE BLIECK,2
DE BODMAN,2
DE BOER-PAWULSKI,2
DE BOOM,2
DE BOURBON,2
DE BRITO KOWALSKI,2
DE BROUWER,2
DE BRUYCKER,2
DE BURLET,2
DE CAMPOS PEGADO,2
DE CARVALHO BARBOSA,2
DE CARVALHO BUDNEY,2
DE CARVALHO FERREIRA,2
DE CARVALHO FRIEDMAN,2
DE CASTELLATTI GOTIN,2
DE CECCO,2
DE CET,2
DE CHELMINSKI HENRIQUEZ,2
DE CHIARA,2
DE CHIRICO,2
DE CICCIO,2
DE CICCO,2
DE CILLIS,2
DE CLEMENTE,2
DE CLOEDT,2
DE COKERE,2
DE COL,2
DE COSTRES,2
DE COURTOIS D'ARCOLLIERES,2
DE CRAECKER,2
DE DECKER DE BRANDEKEN,2
DE DOMINICIS,2
DE DONDER,2
DE DONNO,2
DE DUONNI,2
DE DYDYNSKI,2
DE FARIA GORZYNSKI,2
DE FARIA TAVARES RABE,2
DE FEIJTER,2
DE FELICE,2
DE FEO,2
DE FIGUEIREDO,2
DE FILIPPIS,2
DE FIUMEL,2
DE FREITAS PEREIRA,2
DE FREITAS RODRIGUES,2
DE FREITAS RODRIGUES MENDES,2
DE GASPARI,2
DE GEEST,2
DE GELNOW SZOKA,2
DE GENNARO GORCZYNSKI,2
DE GEORGEL,2
DE GIORGIO,2
DE GOBBI,2
DE GOEDE,2
DE GOMLEVSKY,2
DE GOURCUFF,2
DE GRACE,2
DE GRACIA,2
DE GRAEVE,2
DE GROEN,2
DE GUDZIEMBA-GIEROWSKI,2
DE GYLDENFELDT,2
DE HAVILLAND,2
DE HERDT,2
DE JAEGER,2
DE JAKUSZ-GOSTOMSKI,2
DE JONGHE,2
DE JUNIEN-SARNECKI,2
DE KEGEL,2
DE KLOET,2
DE KOMOROWSKI,2
DE KONINCK,2
DE KORTE,2
DE KOZARZOW BORZECKI,2
DE KUIJER,2
DE LA CONCEPCION MORGADO,2
DE LA FUENTE DE PABLO,2
DE LA FUENTE HERNANDEZ,2
DE LA POME'LIE,2
DE LA TORRE-ORIVE,2
DE LA TORRE-WIDELSKI,2
DE LA VEGA CZARNECKI,2
DE LAAT,2
DE LANGHE,2
DE LAPORTE,2
DE LARA,2
DE LAUW,2
DE LAVALLE CAMPILLO,2
DE LAY,2
DE LELIWA-PILECKI,2
DE LENDORFF-KOSZOWICZ,2
DE LEON WIDOTA,2
DE LEONARDIS,2
DE LEUSSE,2
DE LINT,2
DE LUBICZ JAWOROWSKI,2
DE LUBICZ STRZALKOWSKI,2
DE MACEDO,2
DE MADUREIRA PARÁ DINIZ,2
DE MAERE,2
DE MARINIS,2
DE MARTINI,2
DE MATOS PESTANA,2
DE MATTEO,2
DE MEESTER,2
DE MEIJ VAN STREEFKERK,2
DE MENDOZA,2
DE MICCO,2
DE MIGUEL-STEPKOWSKI,2
DE MITRI,2
DE MOLINER,2
DE MONTETY,2
DE MONTIS,2
DE MORZE CZERNIEC,2
DE MULDER,2
DE MUSSO,2
DE NEVE,2
DE NICOLAY,2
DE NONI,2
DE NOWINA-KROWICKI,2
DE NUCCIO,2
DE OCAMPO,2
DE OLIVEIRA ALVES,2
DE OLIVEIRA ROCHA,2
DE OLIVEIRA SOARES,2
DE OSTOJA-DOMARADZKI,2
DE PADUA,2
DE PAIVA LEITE,2
DE PARIGI,2
DE PARIS,2
DE POLIGNAC,2
DE POURBAIX-HORYN,2
DE PREE,2
DE PRISCO,2
DE RAWICZ-SZYDLOWSKI,2
DE RENEFORT,2
DE REY,2
DE RIDDER,2
DE ROLA-GUMOWSKI,2
DE ROMANOVSKY,2
DE ROSE,2
DE ROSENBURG GROHS,2
DE ROY,2
DE SABATINO,2
DE SAGE,2
DE SANTANA SILVA,2
DE SARIO,2
DE SAS ZUBR,2
DE SCHAECK,2
DE SKOWRONSKI,2
DE SKUBA SKWIRCZYNSKI,2
DE SOUSA MARTINS,2
DE SOUZA CALAJ,2
DE SOUZA PIRES,2
DE STERNBERG FRODYMA,2
DE SZYMEROWSKI,2
DE TCHORZEWSKI,2
DE TOMASI,2
DE VACQUERET,2
DE VALL,2
DE VEGA CIESLAK,2
DE VESTELE,2
DE VILLE-GROCHOWSKI,2
DE VILLE-POPIALKIEWICZ,2
DE VIRION-KOWALCZYK,2
DE VLIEGER,2
DE VOECHT,2
DE VRIENDT,2
DE VRIJ,2
DE WAARD,2
DE WALDORF-KUBICZEK,2
DE WEER,2
DE WEERT,2
DE WERSZOWEC REY,2
DE WERYHA-WYSOCZANSKI,2
DE WIJS,2
DE WILDT,2
DE WINDT,2
DE WINTER,2
DE WITH,2
DE WITT,2
DE ZIEMBLICE-BOGUSZ,2
DE ZOETE,2
DE ZOYSA,2
DEACON,2
DEBAENE,2
DEBAERE,2
DEBAISIEUX,2
DEBBANE,2
DEBBI,2
DEBBO,2
DEBELE,2
DEBELSKI,2
DEBELYAK,2
DEBEUCKELAERE,2
DEBICKI,2
DEBIDDA,2
DEBIES,2
DEBISHEV,2
DEBKALIUK,2
DEBLAUWE,2
DEBLUK,2
DEBOA,2
DEBOGORSKI,2
DEBOWICZ,2
DEBRETSENI,2
DEBRITO,2
DEBUC,2
DEBUICHE,2
DECABOOTER,2
DECAMP,2
DECANDIA,2
DECAUX,2
DECAYEUX,2
DECELIS MACIAK,2
DECELIS-PALACIOS,2
DECHAMPS,2
DECHANT,2
DEC-HASAJ,2
DECHAVANEL,2
DECHKOVSKYI,2
DECHNIK VAZQUEZ,2
DECKINGER,2
DECKO,2
DECOBERT,2
DECONINCK,2
DE-CORDE,2
DECOUX,2
DECOWSKI-NIEMIEC,2
DECRETTE,2
DECRUÉJOULS,2
DECZEW,2
DEDABAEV,2
DEDAEV,2
DEDECIDIS,2
DEDECIUS,2
DEDECIUSZ,2
DEDECJUS KIBLER,2
DEDEJCZYK,2
DEDEOGLU,2
DEDERICHS,2
DEDGJONAJ,2
DEDI,2
DEDIAIEV,2
DEDIOUL,2
DEDIUKIN,2
DEDIV,2
DEDKOV,2
DEDZO,2
DEEGAN,2
DEEKIRI KEWAGE DON,2
DEELEN,2
DEELMAN,2
DEENEN,2
DEEP,2
DEEPENDRA,2
DEĞER,2
DEERENBERG,2
DEEWSKI,2
DEFAN,2
DEFFKE,2
DEFLORIAN,2
DEFOUX,2
DEFRANC,2
DEFRANCE,2
DEGANY,2
DEGEJDA,2
DEGELMAN,2
DEGENTYSZ,2
DEGENÈVE,2
DEGHIDY,2
DEGIEL,2
DEGIEN,2
DEGIOIA,2
DEGLAN,2
DEGLAU,2
DEGLER-JABLONSKI,2
DEGOH,2
DEGORTES,2
DEGRAEVE,2
DEGRANDE,2
DEGTIAREV,2
DEGTYARENKO,2
DEGUT,2
DEHACQ,2
DEHAIS,2
DEHAYS,2
DE-HE,2
DEHELEAN,2
DEHIRI,2
DEHMKE,2
DEHON,2
DEHTIANNIKOV,2
DEHTIEROV,2
DEHUE,2
DEHURKO,2
DEHUT,2
DEIBERT,2
DEIBUK,2
DEIKALO,2
DEIKHANOVI,2
DEILID,2
DEILIDKA,2
DEIM,2
DEINIUK,2
DEISAK,2
DEISORI-PROIETTI,2
DEJAEGER,2
DEJANA,2
DEJANOVIĆ,2
DEJA-WRYCZA,2
DEJA-ZIELINSKI,2
DEJCZKO,2
DEJENE,2
DEJLIDO,2
DEJNEZENKO,2
DEJNICH,2
DEJNIZENKO,2
DEJONGHE,2
DEJUNOWICZ,2
DEKAEV,2
DEKANOZISHVILI,2
DEKANZADE,2
DEKEMPE,2
DEKHTERENKO,2
DEKHTERUK,2
DEKKERT,2
DEKTIAROV,2
DEKUCZYNSKI,2
DEL BARRIO RODRIGUEZ,2
DEL DUCA,2
DEL DUCHETTO,2
DEL MORO,2
DEL PERCIO,2
DEL PINO KOZIOL,2
DEL PISTOIA,2
DEL SANTO,2
DEL SOBRO,2
DEL SOLAR,2
DEL SOLE,2
DEL VACCHIO,2
DEL VALLE,2
DEL VECCHIO,2
DEL VISCIO,2
DELAHOUSSE,2
DELAKOWITZ,2
DE-LAMBERT,2
DELAPLANCHE,2
DELAPORTE,2
DELASZKIEWICZ,2
DELATKIEWICZ,2
DELATOR,2
DELBANI,2
DELBAR,2
DELCOL,2
DELEA,2
DELEBARRE-DEBAY,2
DELECHUK,2
DELECINSKI,2
DELECROIX,2
DELEDDA,2
DELEGGE,2
DELEHACH,2
DELEHAN,2
DELEJAN,2
DELENZIK,2
DELEPEEV,2
DELERT-URBAN,2
DELETOILLE,2
DELFS,2
DELFSMA,2
DELGADO CARRANZA,2
DELGADO KUSIELCZUK,2
DELHIWALA,2
DELIADIS,2
DELIAN,2
DELIANSKYI,2
DELIBAS,2
DELICH,2
DELICHEBAN,2
DELIDON,2
DELIEGE,2
DELIEV,2
DELIGIANNAKIS,2
DELIHOWSKI,2
DELII,2
DELIIERHIIEV,2
DELIIEV,2
DELI-IVANOV,2
DELIJA,2
DELIJANIS,2
DELIKHANOV,2
DELIKHOVSKIY,2
DELIMARSCHI,2
DELIMAT-SEIDEL,2
DELINAC,2
DELION,2
DELIURMAN,2
DELIUS,2
DELKA,2
DELL,2
DELLA ROCCA,2
DELLA SALA,2
DELLA SIEGA,2
DELLA VOLPE,2
DELLACASA,2
DELL'ANGELO,2
DELL'ANNA,2
DELLEPIANE RZEWUSKI,2
DELLER SHAPIRO,2
DELLIOS,2
DELLIS,2
DELLMOUR,2
DELĽOMARINO,2
DELMAKHANOV,2
DELMAS,2
DELMASTRO,2
DELMONTE,2
DELNITZ,2
DELNOV,2
DELONCLE,2
DELOREY,2
DELORM,2
DELORME,2
DELOZÉ,2
DELPIERRE,2
DELPORT,2
DELPUECH,2
DELUCCHI,2
DELUGA KADELSKI,2
DELUGA-GORA,2
DELVAT,2
DELWOS,2
DELCZEW,2
DELYK,2
DEMACHKOVYCH,2
DEMAILLE,2
DEMAILLY,2
DEMAIN,2
DEMAKH,2
DEMAN,2
DEMANDZHARA,2
DEMANKO,2
DEMANT,2
DEMARAIS,2
DEMARIA,2
DEMARTINI,2
DEMARY,2
DEMB,2
DEMBAKOWSKI,2
DEMBEK-ABRAMCZYK,2
DEMBEREL,2
DEMBICKI-WISZNIEWSKI,2
DEMBO,2
DEMBOLECKI,2
DEMBOUSKI,2
DEMBOZYNSKI,2
DEMBRONT,2
DEMBROVYCH,2
DEMCHKO,2
DEMCHUR,2
DEMCHYNSKYI,2
DEMCZUK-IGNYS,2
DEMCZUK-KONECKI,2
DEMEČKO,2
DEMEDASIUK,2
DEMEDASYUK,2
DEMEDENKO,2
DEMEK,2
DEMEKE,2
DEMELASH,2
DEMELKO,2
DEMELT,2
DEMENCIUC,2
DEMENEOPOULOS,2
DEMENIEV,2
DEMENIN,2
DEMENT,2
DEMENTJEW,2
DEMENTOV,2
DEMESHKANT,2
DEMESHONOK,2
DEMETSKIY,2
DEMETSKYI,2
DEMEYER,2
DEMEYERE,2
DEMÉNY,2
DEMIANEK,2
DEMIANIAK,2
DEMIANKOV,2
DEMICHEV,2
DEMIDCZYK,2
DEMIDENKOV,2
DEMIDES,2
DEMIDKIN,2
DEMIESZKO,2
D'EMILIO,2
DEMIRAY,2
DEMIRBAŞ,2
DEMIRCIOĞLU,2
DEMIRDEN,2
DEMIREKIN,2
DEMIRHAN,2
DEMIRKIRAN,2
DEMIRLER,2
DEMIRLIOĞLU,2
DEMIROGLU,2
DEMIROSKI,2
DEMITI,2
DEMITRASZKIEWICZ,2
DEMITROWICZ,2
DEMITRUK,2
DEMKHAEV,2
DEMKOWICZ DOBRZANSKI,2
DEMMEL,2
DEMMELBAUER,2
DEMMING,2
DEMNER,2
DEMNICHENKO,2
DEMO,2
DEMOCHKA,2
DEMONCHAUX,2
DEMORACKI,2
DEMOS,2
DEMOT,2
DEMİRKAYA,2
DEMSZCZAK,2
DEMTSIURA,2
DEMTSOV,2
DEMUCH,2
DEMUN,2
DEMURENKO,2
DEMURU,2
DEMUS,2
DEMUT-WACHOCKI,2
DEMUZ,2
DEMYDCHYK,2
DEMYDIAK,2
DEMYDYUK,2
DEN BLEKER,2
DEN HAAN,2
DEN ROOIJEN,2
DENAMPS,2
DENARO,2
DENBINSKI,2
DENBRI,2
DENC VEL DANC,2
DENCHAK,2
DENDANI,2
DENDEBERA,2
DENDERENKO,2
DENDIAK,2
DENDORF,2
DENDORFER,2
DENEAU,2
DENECHKO,2
DENECKEN,2
DENEFNER,2
DENESHCHUK,2
DENESS,2
DENEV,2
DENGOVSKYI,2
DENGUEZLI,2
DENHOF,2
DENIA,2
DENIAUD,2
DENICHENKO,2
DENICIUC,2
DENICZUK,2
DENIN,2
DENINGER,2
DENISCH,2
DENISSOV,2
DENISYJEW,2
DENIZHAN,2
DENIZHENKO,2
DENKES,2
DENKIS,2
DENKMANN,2
DENNE,2
DENNINGBERG,2
DENNINGER,2
DENNISON,2
DENOS,2
DENSHCHYK,2
DENSLEY,2
DENTAMO,2
DENTCHEV,2
DENTKA,2
DENYSHCHYTS,2
DENYSKIN,2
DENYSYK,2
DEORDIIEV,2
DEORE,2
DEPALMAS,2
DE-PARIS,2
DEPCZYNSKI,2
DEPKA-PRADZINSKI,2
DEPONTE,2
DEPPISCH,2
DEPPNER,2
DEPRESSEUX,2
DEPRET,2
DEPTAK,2
DEPTALLA,2
DEPTALO,2
DEQUIDT,2
DER AWANESIANC,2
DERALLA,2
DERAVCHUK,2
DERBAS,2
DERBAWCZUK,2
DERBAZI,2
DERBEK,2
DERBEL,2
DERBENKO,2
DERBIRSZER,2
DERBISHEV,2
DERBOCHLAW,2
DERBY,2
DERİCİ,2
DERCHAJLO,2
DERDAN,2
DERDOUR,2
DEREBCHYNSKYI,2
DERECHEI,2
DEREDOWSKI,2
DEREK-CZEKAJ,2
DERELYCH,2
DEREMESHKO,2
DERENIAK,2
DERENOVSKYI,2
DERENOVYCH,2
DERENT,2
DERENYUGA,2
DERENCZUK,2
DEREPASKO,2
DERESHAK,2
DERESHIVSKYI,2
DERESZYNSKI,2
DEREVIAHA,2
DEREVIAHIN,2
DEREVIASHCHENKO,2
DEREVLIUK,2
DEREVORIZ,2
DEREVTSOV,2
DEREWIAK,2
DEREZENKO,2
DEREZHENETS,2
DEREZULKA,2
DEREGOWSKI-STAROW,2
DERGUNOV,2
DERGUTI,2
DERHAEG,2
DERIBO,2
DERIĆ,2
DERIKX,2
DERIPER-KULAWIK,2
DERIPPER,2
DERIU,2
DERIUHA,2
DERKACHENKO,2
DERKACZ-DUCHEWICZ,2
DERKIEWYCZ,2
DERKS-KALUZA,2
DERKUNSKYI,2
DERLACHTER,2
DERLADA,2
DERLYTSIA,2
DERMANOVSKIY,2
DERMELOV,2
DERMENDJIN,2
DERMENJI,2
DERMENZHI,2
DERMILOV,2
DERMINE,2
DERNOV,2
DERO,2
DEROCCO,2
DEROUANÉ,2
DERPACZ,2
DERPOLOW,2
DERRAR,2
DERRE,2
DERRICK,2
DERRY,2
DERSCHETCKI,2
DERSLEY,2
DERUBSKI,2
DERUDDER,2
DERUNOV,2
DERUNOW,2
DERUN,2
DERUSZEWSKI,2
DERVAS,2
DERWICKI,2
DERWISZIS,2
DERYBAILO,2
DERYD,2
DERYDOWICZ,2
DERYGLER,2
DERYKOZ,2
DERYZEMLIA,2
DERZENOWSKI,2
DERZEVIC SANTIAGO SILVA,2
DERZHYLO,2
DES FORGES,2
DES ROCHES,2
DESAGA,2
DESAINTE-MAREVILLE,2
DESALVI,2
DESAUBLIAUX,2
DESBAS,2
DESBRUN,2
DESCHOOLMEESTER,2
DESCOSSY,2
DESDERI,2
DESENKO,2
DESHAR,2
DESHUK,2
DESHUKOV,2
DESIATKA,2
DESIATKOV,2
DESIDERI,2
DESIR,2
DESJARDINS,2
DESNENKO,2
DESOUKY,2
DESOUZA,2
D'ESPAGNAC,2
DESPREZ,2
DESPRINGRE,2
DESROCHES,2
DESRUELLES,2
DESSI,2
DESSOLIS,2
DESSOULAVY-SLIWINSKI,2
DESSUS,2
DESTONSKI,2
DESWEEMER,2
DESYATNYK,2
DESYK,2
DESZKOWSKI,2
DETEMPLE,2
DETHLEFSEN,2
DETISHYN,2
DETKOWSKI-CIAPA,2
DETLAWSKI,2
DETLOF,2
DETTWEILER,2
DETUNE,2
DETYNENKO,2
DEUCZ,2
DEUCZMANEK,2
DEULE,2
DEURLOO,2
DEUSING,2
DEUTSCHLÄNDER,2
DEVADHAS,2
DEVANE,2
DEVARAJ,2
DEVARAKONDA,2
DEVAT,2
DEVAUTOUR USAGE DEVAUTOUR-PEIFFER,2
DEVČIĆ,2
DEVDARIANI,2
DEVDERA,2
DEVELİ,2
DEVESCOVI,2
DEVI,2
DEVIATAK,2
DEVIATKOV,2
DEVIATYI,2
DEVIGNE,2
DEVILLARD,2
DEVILLERS,2
DEVISK,2
DE-VITTE,2
DEVLIN,2
DEVOSGES-CUBER,2
DEVYANI,2
DEVYTSKYI,2
DEWALDE,2
DEWBERRY,2
DEWEJKO,2
DEWENCZUK,2
DEWEREDA,2
DEWHIRST,2
DEWICZ,2
DEWIDZ,2
DEWILE,2
DEWIS,2
DEWOLT,2
DEXANT,2
DEXHEIMER,2
DEXTER-SOBKOWIAK,2
DEYNEZHENKO,2
DEYRIES,2
DEZHURNIUK,2
DEZHURNYI,2
DEZHYFAROV,2
DEBKOWSKI-KRAWIEL,2
DEBOLASKI,2
DEBOROG-LELIGDOWICZ,2
DEBSKI-PRZYBOROWSKI,2
DEGUSIAK,2
DEKOWSKI,2
DEMSKI,2
DÉCÉS-DUTERIEZ,2
DÉLÉRIS,2
DÉNES,2
DÉVAUD,2
DGVILAVA,2
DHAIM,2
DHALI,2
DHALLUIN OPALA,2
DHAMIJA,2
DHANABALAN,2
DHANGAR,2
DHAOU,2
DHARAMRAJ,2
DHARMARAJ,2
D'HEILLY-NOWAK,2
DHEINI,2
DHENJU SINGH,2
D'HERMIES,2
DHIBI,2
DHIFAOUI,2
DHIMA,2
DHIMITRI,2
DHINDSA,2
DHONDUP,2
D'HOOGE,2
DHOTE,2
DI BARI,2
DI BARTOLO,2
DI BARTOLOMEO,2
DI BERARDINO,2
DI BERARDO,2
DI BISCEGLIE,2
DI BONAVENTURA,2
DI BUGNO,2
DI CARA,2
DI CASTRI,2
DI CATALDO,2
DI CIOMMO,2
DI CORRADO,2
DI COSOLA,2
DI CRESCENTIS,2
DI EUGENIO,2
DI FALCO,2
DI FAZIO,2
DI FONZO,2
DI FRANCESCO,2
DI FRANCO,2
DI GILIO,2
DI GIULIO,2
DI LALLA,2
DI LAZZARO,2
DI LORETO,2
DI MAIOLA,2
DI MARE,2
DI MARINO,2
DI MARO,2
DI MARZIO,2
DI MARZO,2
DI MEGLIO,2
DI MICCO,2
DI MUNI,2
DI MURO,2
DI NAPOLI,2
DI NARZO,2
DI NUZZO,2
DI PERNA,2
DI PIERNO,2
DI PRAZZA,2
DI PRINZIO,2
DI QUATTRO,2
DI RENZO,2
DI RODI,2
DI SABATINO,2
DI SILVESTRO,2
DI SIMONE,2
DI TANO,2
DI TELLA,2
DI VENTI,2
DI VICINO,2
DI VITTO,2
DIABELKO,2
DIABLO,2
DIABY,2
DIACON,2
DIACZYK,2
DIADCZENKO,2
DIADICHENKO,2
DIADICHKIN,2
DIADIUSHA,2
DIADIUSHYN,2
DIADKIN,2
DIADO,2
DIADUSH,2
DIADYCHEV,2
DIAGNE,2
DIAKHATE,2
DIAKIVNYCH,2
DIAKONIAK,2
DIAKUNAS,2
DIALLO-DUDEK,2
DIALLO-RYZLAK,2
DIAMANDOPULU,2
DIAMANTIDI,2
DIAMANTIS,2
DIAME,2
DIAMOUTENE,2
DIAMSKI,2
DIAN,2
DIANKOW,2
DIAS ROHDE,2
DIAS SANTOS,2
DIAS WITULA,2
DIAS-LEWANDOWSKI,2
DIASO,2
DIASSAKOULA,2
DIATCHUK,2
DIATLOVSKYI,2
DIATSUNYK,2
DIAUR,2
DIAVOLIUK,2
DIAZ CASTANOS,2
DIAZ COUSELO,2
DIAZ FERNANDEZ,2
DIAZ MARTIN,2
DIAZ MATEOS,2
DIAZ POBLOCKI,2
DIAZ SKRZYPKOWSKI,2
DIAZ TORRES,2
DIAZ VILLA,2
DIAZ WADEK,2
DIAZ-KONARSKI,2
DIB DAKKAK,2
DIB EL-DAKKAKE,2
DIBAYA,2
DIBBA,2
DIBBERT,2
DIBDEN,2
DIBENEDETTO,2
DIBERT,2
DIBILAS,2
DIBIROVI,2
DIBOLD,2
DIBRA,2
DIBRANI,2
DICH,2
DICHII,2
DICHMAN,2
DICKEN,2
DICKHOFF,2
DICKS,2
DICKSTEIN,2
DICORATO,2
DICUSARA,2
DICZEK,2
DICZUK,2
DIDAVA,2
DIDDEN,2
DIDEVYCH,2
DIDILOVSKYI,2
DIDION,2
DIDISHVILI,2
DIDMARKHVASHVILI,2
DIDOBORSHCH,2
DIDOLIS,2
DIDOV,2
DIDOVYK,2
DIDULA,2
DIDURA,2
DIDUSHYN,2
DIDUSHYTSKYY,2
DIEBNER,2
DIEBROV,2
DIECHTIAREW,2
DIECKMANN,2
DIEDERICH,2
DIEDIAIEV,2
DIEDIENOV,2
DIEDIKOV,2
DIEDKOV,2
DIEDOW,2
DIEDRICHSEN,2
DIEDULA,2
DIEDYK,2
DIEIENKOV,2
DIEJEW,2
DIELBANDHOESING,2
DIELEMANS,2
DIEME,2
DIEMIENCZUK,2
DIEMKO,2
DIEMSCHNIG,2
DIEN,2
DIENIS,2
